logFC	logCPM	F	PValue	FDR
Zm00001eb340140	7.37065815811179	6.13860372202142	1971.17334954748	4.44496802479294e-11	1.19218487392972e-06
Zm00001eb351810	9.7179112520107	8.29858970225135	1609.4884052331	1.01860220548736e-10	1.36599648766882e-06
Zm00001eb130740	8.90143289112795	5.90822077179654	1268.73196960281	2.69288741546741e-10	2.40753111234171e-06
Zm00001eb113780	5.51488579804673	6.6836233980196	1027.39031202679	6.37090990898639e-10	3.79652797412344e-06
Zm00001eb072990	5.88958384399479	6.65937894727541	1001.22999083556	7.07752875381873e-10	3.79652797412344e-06
Zm00001eb340550	6.95890110718295	7.44872493160618	874.688136181788	1.22753706890586e-09	4.57512769459722e-06
Zm00001eb327020	10.9052923591624	6.08392459800977	859.860711702207	1.31606446108478e-09	4.57512769459722e-06
Zm00001eb124110	6.30859524733847	6.88059224185254	822.081067300651	1.58028068939058e-09	4.57512769459722e-06
Zm00001eb333200	8.71929730614166	6.06789886548435	814.740180380766	1.63905165851393e-09	4.57512769459722e-06
Zm00001eb377410	8.39381901238818	8.67437116699885	806.789798596237	1.70580056470572e-09	4.57512769459722e-06
Zm00001eb283280	6.24366439638796	5.66569287951646	767.820446007899	2.08653274461858e-09	4.6710777716634e-06
Zm00001eb283290	6.24348362555167	5.66551377343947	767.517116358169	2.08988976026102e-09	4.6710777716634e-06
Zm00001eb340280	6.98029886743545	8.25874561489365	676.400644822126	3.49365659945413e-09	6.43503865752632e-06
Zm00001eb427210	4.38225007735126	6.72390078489468	672.534021005999	3.57599188336615e-09	6.43503865752632e-06
Zm00001eb200230	5.96488928959332	6.83694442475037	666.749111896075	3.70373244490759e-09	6.43503865752632e-06
Zm00001eb044420	4.6583595492359	7.29447091834994	660.89597470997	3.83880610418781e-09	6.43503865752632e-06
Zm00001eb148650	7.58032666010029	5.7842791248181	631.167089905146	4.62780390968551e-09	7.30131345068677e-06
Zm00001eb297330	3.899085290775	6.66282417052318	609.865112816889	5.31988127368878e-09	7.5931051658562e-06
Zm00001eb353600	7.27629180259106	4.53612297372397	607.235711612405	5.41399044146744e-09	7.5931051658562e-06
Zm00001eb410380	7.07204310583988	9.04447883592363	600.568605339227	5.66205970385608e-09	7.5931051658562e-06
Zm00001eb284690	3.44451985732558	5.16376923850765	587.675144031564	6.18322406257108e-09	7.89715488486756e-06
Zm00001eb019930	3.72598349063695	5.77688708883653	578.725809906819	6.58033504608353e-09	8.0223257395912e-06
Zm00001eb032280	6.64768614159675	6.98988806331704	568.564510871951	7.07044824497068e-09	8.02919800993906e-06
Zm00001eb382790	9.23300967637301	5.36423625147114	566.321343152317	7.18469677635202e-09	8.02919800993906e-06
Zm00001eb033950	5.22715779380607	7.43295927907855	543.401998925085	8.4945117472642e-09	9.11325198293493e-06
Zm00001eb111350	4.51058789816514	5.98835504335424	525.608300905235	9.72123500817900e-09	9.80240443263779e-06
Zm00001eb293530	3.97065208068521	8.50628066066363	522.903735878966	9.9265119607707e-09	9.80240443263779e-06
Zm00001eb006160	9.13879133422345	6.52754919206695	517.145563647902	1.03818203806662e-08	9.80240443263779e-06
Zm00001eb137370	-5.10198469096986	4.77338192985315	514.511173672939	1.0598774413575e-08	9.80240443263779e-06
