logFC	logCPM	F	PValue	FDR
Zm00001eb154230	7.78786433121205	7.399084824308	2263.24632596283	1.00474913392498e-11	1.1090399235204e-07
Zm00001eb240910	8.36090293013095	5.67995228868199	2104.8275257331	1.37149208804508e-11	1.1090399235204e-07
Zm00001eb340140	8.28674176785124	6.98400225597755	2103.32252573395	1.37570445112883e-11	1.1090399235204e-07
Zm00001eb351810	11.5680445539438	10.0802453408251	2015.51802537103	1.65164737856272e-11	1.1090399235204e-07
Zm00001eb377410	8.73659764981598	8.94854256035792	1819.34203906489	2.56163326995315e-11	1.37605815995343e-07
Zm00001eb130740	9.72215309247282	6.66041061705759	1689.98018770264	3.51359634968781e-11	1.57286140593775e-07
Zm00001eb387820	7.20564031989917	5.10745733640376	1618.2270374454	4.23110803070181e-11	1.62347615138028e-07
Zm00001eb032280	6.90783154532311	7.17933332028994	1559.84180011337	4.95215316358688e-11	1.62669601693264e-07
Zm00001eb333200	9.48788628786941	6.76736499248212	1525.27947421827	5.45078526839932e-11	1.62669601693264e-07
Zm00001eb376890	5.85182209992374	6.89998717321753	1443.25561575227	6.90595741551366e-11	1.84098092513219e-07
Zm00001eb113780	6.04630693403991	7.13826512019477	1383.15065119888	8.28485922543946e-11	1.84098092513219e-07
Zm00001eb353600	7.39085511256339	4.57907519597385	1380.46628276869	8.35401693615389e-11	1.84098092513219e-07
Zm00001eb272730	10.7427613699226	5.10977353829643	1359.81663914878	8.91051492115061e-11	1.84098092513219e-07
Zm00001eb111350	5.21625013385575	6.60275222426567	1285.939768589	1.13158427810709e-10	2.17094443754845e-07
Zm00001eb420080	9.4349791439379	6.58007152593334	1242.87649710752	1.30904169420277e-10	2.23802778529805e-07
Zm00001eb148650	8.43594920798146	6.56961465492934	1188.33432963071	1.58593977833993e-10	2.23802778529805e-07
Zm00001eb006160	9.22364920490255	6.54376625549158	1169.73319252678	1.6965953560584e-10	2.23802778529805e-07
Zm00001eb327020	12.5020312238719	7.61589590663541	1166.54810696552	1.71648595017534e-10	2.23802778529805e-07
Zm00001eb124110	6.74761726882453	7.24691775281216	1165.48168010771	1.72320984718621e-10	2.23802778529805e-07
Zm00001eb003460	4.7220002134714	5.81656136664908	1142.3689447558	1.87724674183952e-10	2.23802778529805e-07
Zm00001eb052820	10.2658887682327	6.76280610940757	1137.0049184375	1.91539203714737e-10	2.23802778529805e-07
