logFC	logCPM	F	PValue	FDR
Zm00001eb319670	-13.630455345136	6.39318462052061	1576.09357282284	4.69594020194115e-10	1.17238843081663e-05
Zm00001eb267190	7.68402730884377	5.16126838691103	1117.8678400109	1.7102627722121e-09	2.13492101855236e-05
Zm00001eb222070	6.55909758894527	4.38656551475838	900.011006516865	3.8610319632196e-09	2.73703004193084e-05
Zm00001eb333900	7.09064928313309	6.08529321698269	820.944418376792	5.45188989689296e-09	2.73703004193084e-05
Zm00001eb321830	4.74587723954128	5.20726136690782	819.759193653253	5.48151494418576e-09	2.73703004193084e-05
Zm00001eb036020	-7.09372540602165	3.79143067598178	727.710898943889	8.56692278581532e-09	3.47901091211037e-05
Zm00001eb316570	-4.71744809861949	6.49713222952914	702.926145538736	9.75449666937940e-09	3.47901091211037e-05
Zm00001eb231110	-5.52325704399829	4.46165818979642	629.30115097298	1.47603024912801e-08	4.17056536689928e-05
Zm00001eb422190	-12.9508182277201	4.95885457338083	1094.35872923882	1.50344822166521e-08	4.17056536689928e-05
Zm00001eb035520	-4.82207094627987	4.30208809295363	607.049223059134	1.68881654548118e-08	4.21629938744832e-05
Zm00001eb418460	4.8691869601565	4.40001365138516	558.78567205716	2.30189135894388e-08	5.09515263964661e-05
Zm00001eb320700	-6.5685798934357	3.88695175857174	549.596840923712	2.44900391235117e-08	5.09515263964661e-05
Zm00001eb021850	-8.30213659600921	3.16383863160624	495.126649949512	3.61590182575878e-08	6.0917997812108e-05
Zm00001eb419580	-5.75171292202165	5.37506707949083	491.627133064368	3.71286237425544e-08	6.0917997812108e-05
Zm00001eb417340	6.63089994218894	3.28822255623643	489.126580977071	3.78416500758522e-08	6.0917997812108e-05
Zm00001eb110630	4.1988605260732	4.7495741551007	485.053351023501	3.90406138345641e-08	6.0917997812108e-05
Zm00001eb220740	-8.0448112680747	4.47860172947647	475.222926734116	4.21383934101317e-08	6.18839488163146e-05
Zm00001eb312110	-6.70600527177374	6.94662917195586	456.754070676956	4.88484047398512e-08	6.77527373741736e-05
Zm00001eb323440	-12.0135655351458	4.0283380114929	746.41833531946	5.2355250641541e-08	6.87947993429848e-05
Zm00001eb435590	-4.55950032529247	4.54570235116849	437.629500688163	5.72867456595578e-08	7.1511044606826e-05
Zm00001eb007320	-4.99295286074484	5.37807868737606	428.334767839557	6.20541566265343e-08	7.37735273494312e-05
Zm00001eb435560	-3.3202377995381	6.15732911134705	414.059587089772	7.03981771821194e-08	7.98891314331269e-05
Zm00001eb313410	-3.10721832205345	4.65570955564046	391.960446569419	8.63295764943486e-08	8.98137682228303e-05
Zm00001eb408960	-4.10353008736305	4.59979120487626	389.300519542936	8.85427845735723e-08	8.98137682228303e-05
Zm00001eb321260	-2.80348167177305	5.03763737222294	387.668743466113	8.99360812933894e-08	8.98137682228303e-05
Zm00001eb313050	-8.81603423112709	3.36900611393328	377.815164218667	9.8965998381977e-08	9.50301967540168e-05
Zm00001eb320680	3.42410277587959	5.53069002608938	371.238942355659	1.05636571779354e-07	9.76786167053092e-05
Zm00001eb318460	-6.57413097029384	2.61151346172418	366.585561294832	1.10702889697674e-07	9.868373033879e-05
Zm00001eb137280	-11.4311383457565	3.45281581459366	585.137744636231	1.15586597619929e-07	9.868373033879e-05
Zm00001eb008040	-7.0849623925636	2.77761785232529	359.859553474966	1.18581747583261e-07	9.868373033879e-05
Zm00001eb220040	-11.4814622227187	3.50225861922447	571.660282549557	1.24678235852922e-07	0.000100410220525937
Zm00001eb320720	-12.0053416234983	4.02105088869109	563.143034439453	1.30909068364134e-07	0.000102133618774343
Zm00001eb334140	3.57629362954716	4.9642116198533	345.605527419888	1.37768289871368e-07	0.000102980312898737
Zm00001eb111710	3.39158707275261	4.42815374279655	342.698932107205	1.42152180800653e-07	0.000102980312898737
Zm00001eb320710	-11.8475046485878	3.86487769539709	546.427238864801	1.44368779598486e-07	0.000102980312898737
Zm00001eb416290	-7.86420726220299	2.2605343672213	338.369661677845	1.49014261079843e-07	0.000103341390058871
Zm00001eb062250	2.69737202154303	5.97819647676021	332.27715242246	1.59397056474729e-07	0.000107554240863462
Zm00001eb361170	3.2343010202744	4.97877438644506	328.801816107168	1.6573074772687e-07	0.000108885101256554
Zm00001eb038210	-4.04169920212279	3.23282551815266	317.685456696739	1.88249824596289e-07	0.000120508849253101
Zm00001eb304680	2.80036299506439	4.78960076359604	312.58343806623	1.99879227418411e-07	0.000124754619793202
Zm00001eb219590	-3.20343142101023	6.34559224233185	309.134620647488	2.08258131028659e-07	0.000126813963396622
Zm00001eb408530	6.34879821938784	6.94380170583434	300.450413486604	2.31412157991815e-07	0.000137326250391643
Zm00001eb343760	3.79161380848305	4.6327510026803	298.681051876118	2.36522821711152e-07	0.000137326250391643
Zm00001eb313070	-9.13121369728857	1.94971622429226	287.152153049605	2.73569318107646e-07	0.000148033159633988
Zm00001eb219860	-7.62778311006668	2.50348753144451	286.946850350149	2.74293213784368e-07	0.000148033159633988
Zm00001eb136780	4.52541439422644	3.04392474519304	286.413573772433	2.76184891596529e-07	0.000148033159633988
Zm00001eb313850	-2.60971398439361	5.72301190092587	284.925642869214	2.81550925530568e-07	0.000148033159633988
Zm00001eb007720	-8.82564320936712	2.10831343208582	279.190988423705	3.03507694144092e-07	0.000148033159633988
Zm00001eb360380	5.7929329659982	2.16535553685084	279.027844104453	3.04163460731719e-07	0.000148033159633988
Zm00001eb046920	2.87366516534272	6.19605955970327	278.517403783419	3.06226805926736e-07	0.000148033159633988
