LABEL	NAME	GENE_MODEL
EC:1.-.-.-	Oxidoreductases.	Zm00022ab000530;Zm00022ab001310;Zm00022ab001310;Zm00022ab001310;Zm00022ab001590;Zm00022ab001660;Zm00022ab001850;Zm00022ab002060;Zm00022ab002060;Zm00022ab002550;Zm00022ab002760;Zm00022ab002760;Zm00022ab002760;Zm00022ab003640;Zm00022ab007380;Zm00022ab008320;Zm00022ab008390;Zm00022ab008500;Zm00022ab010210;Zm00022ab010470;Zm00022ab011230;Zm00022ab011230;Zm00022ab011870;Zm00022ab011990;Zm00022ab012000;Zm00022ab012960;Zm00022ab012970;Zm00022ab012970;Zm00022ab012980;Zm00022ab012980;Zm00022ab012980;Zm00022ab012980;Zm00022ab013370;Zm00022ab013670;Zm00022ab013950;Zm00022ab014890;Zm00022ab015430;Zm00022ab017030;Zm00022ab017290;Zm00022ab017300;Zm00022ab018580;Zm00022ab018580;Zm00022ab020770;Zm00022ab020900;Zm00022ab021550;Zm00022ab021750;Zm00022ab022530;Zm00022ab024300;Zm00022ab024790;Zm00022ab028430;Zm00022ab028860;Zm00022ab028860;Zm00022ab030790;Zm00022ab031330;Zm00022ab032510;Zm00022ab032510;Zm00022ab032690;Zm00022ab035460;Zm00022ab035670;Zm00022ab035670;Zm00022ab035670;Zm00022ab035870;Zm00022ab036300;Zm00022ab037120;Zm00022ab038060;Zm00022ab038060;Zm00022ab038060;Zm00022ab038060;Zm00022ab038060;Zm00022ab038760;Zm00022ab039570;Zm00022ab040120;Zm00022ab040610;Zm00022ab041490;Zm00022ab042340;Zm00022ab042340;Zm00022ab044560;Zm00022ab044710;Zm00022ab044710;Zm00022ab047350;Zm00022ab047400;Zm00022ab047770;Zm00022ab047800;Zm00022ab047810;Zm00022ab047820;Zm00022ab049880;Zm00022ab050620;Zm00022ab050620;Zm00022ab050620;Zm00022ab050770;Zm00022ab051500;Zm00022ab052250;Zm00022ab055710;Zm00022ab056990;Zm00022ab056990;Zm00022ab056990;Zm00022ab056990;Zm00022ab056990;Zm00022ab059620;Zm00022ab060150;Zm00022ab060150;Zm00022ab060150;Zm00022ab060350;Zm00022ab060370;Zm00022ab060650;Zm00022ab060690;Zm00022ab060700;Zm00022ab060700;Zm00022ab060700;Zm00022ab060900;Zm00022ab061860;Zm00022ab063330;Zm00022ab063410;Zm00022ab063970;Zm00022ab064280;Zm00022ab064580;Zm00022ab065620;Zm00022ab066910;Zm00022ab067450;Zm00022ab067460;Zm00022ab067470;Zm00022ab067550;Zm00022ab067550;Zm00022ab069210;Zm00022ab069450;Zm00022ab069450;Zm00022ab069450;Zm00022ab069450;Zm00022ab069450;Zm00022ab069450;Zm00022ab070530;Zm00022ab070560;Zm00022ab072070;Zm00022ab072330;Zm00022ab073540;Zm00022ab073700;Zm00022ab073700;Zm00022ab073830;Zm00022ab074580;Zm00022ab074580;Zm00022ab074580;Zm00022ab074580;Zm00022ab074580;Zm00022ab074640;Zm00022ab075600;Zm00022ab076100;Zm00022ab076100;Zm00022ab076200;Zm00022ab076210;Zm00022ab076210;Zm00022ab076220;Zm00022ab076220;Zm00022ab076220;Zm00022ab079000;Zm00022ab079060;Zm00022ab081370;Zm00022ab082220;Zm00022ab082220;Zm00022ab082480;Zm00022ab082480;Zm00022ab083560;Zm00022ab084340;Zm00022ab084340;Zm00022ab084370;Zm00022ab084770;Zm00022ab085710;Zm00022ab085710;Zm00022ab085730;Zm00022ab085760;Zm00022ab086630;Zm00022ab091010;Zm00022ab091870;Zm00022ab094130;Zm00022ab095630;Zm00022ab095630;Zm00022ab098470;Zm00022ab099100;Zm00022ab099100;Zm00022ab099100;Zm00022ab099220;Zm00022ab101950;Zm00022ab101950;Zm00022ab103120;Zm00022ab103350;Zm00022ab103350;Zm00022ab104270;Zm00022ab104270;Zm00022ab105680;Zm00022ab105780;Zm00022ab106430;Zm00022ab109910;Zm00022ab110790;Zm00022ab111130;Zm00022ab112550;Zm00022ab112550;Zm00022ab113040;Zm00022ab113040;Zm00022ab113790;Zm00022ab114660;Zm00022ab115060;Zm00022ab115060;Zm00022ab115440;Zm00022ab115520;Zm00022ab115520;Zm00022ab116940;Zm00022ab117010;Zm00022ab117020;Zm00022ab117220;Zm00022ab121690;Zm00022ab122720;Zm00022ab122850;Zm00022ab122860;Zm00022ab122900;Zm00022ab122900;Zm00022ab123350;Zm00022ab123420;Zm00022ab123860;Zm00022ab124390;Zm00022ab124390;Zm00022ab125650;Zm00022ab125650;Zm00022ab125690;Zm00022ab125690;Zm00022ab127170;Zm00022ab127180;Zm00022ab128110;Zm00022ab128480;Zm00022ab130680;Zm00022ab131650;Zm00022ab131650;Zm00022ab132520;Zm00022ab132780;Zm00022ab133540;Zm00022ab133540;Zm00022ab134340;Zm00022ab134910;Zm00022ab134940;Zm00022ab135690;Zm00022ab137610;Zm00022ab137610;Zm00022ab137610;Zm00022ab137610;Zm00022ab137610;Zm00022ab139090;Zm00022ab139090;Zm00022ab139410;Zm00022ab139410;Zm00022ab139410;Zm00022ab139510;Zm00022ab139730;Zm00022ab140130;Zm00022ab143450;Zm00022ab143450;Zm00022ab144070;Zm00022ab144070;Zm00022ab144070;Zm00022ab144150;Zm00022ab144150;Zm00022ab144150;Zm00022ab146370;Zm00022ab147130;Zm00022ab147290;Zm00022ab147990;Zm00022ab148110;Zm00022ab149150;Zm00022ab149150;Zm00022ab150370;Zm00022ab151190;Zm00022ab151270;Zm00022ab151630;Zm00022ab151740;Zm00022ab151740;Zm00022ab152340;Zm00022ab154380;Zm00022ab154380;Zm00022ab155090;Zm00022ab155210;Zm00022ab156690;Zm00022ab156980;Zm00022ab159380;Zm00022ab161080;Zm00022ab161080;Zm00022ab161080;Zm00022ab161080;Zm00022ab161080;Zm00022ab161430;Zm00022ab161750;Zm00022ab163620;Zm00022ab164180;Zm00022ab164610;Zm00022ab166500;Zm00022ab166500;Zm00022ab166540;Zm00022ab166550;Zm00022ab166580;Zm00022ab167220;Zm00022ab167230;Zm00022ab169310;Zm00022ab169460;Zm00022ab170090;Zm00022ab170090;Zm00022ab170090;Zm00022ab170090;Zm00022ab170200;Zm00022ab170200;Zm00022ab170210;Zm00022ab171010;Zm00022ab171120;Zm00022ab171540;Zm00022ab172070;Zm00022ab172140;Zm00022ab174210;Zm00022ab174230;Zm00022ab174510;Zm00022ab174510;Zm00022ab175950;Zm00022ab175950;Zm00022ab177730;Zm00022ab177980;Zm00022ab180280;Zm00022ab180870;Zm00022ab181400;Zm00022ab181690;Zm00022ab184170;Zm00022ab186360;Zm00022ab186450;Zm00022ab187630;Zm00022ab187630;Zm00022ab187730;Zm00022ab187820;Zm00022ab187940;Zm00022ab187960;Zm00022ab188000;Zm00022ab188260;Zm00022ab189330;Zm00022ab189330;Zm00022ab189330;Zm00022ab190310;Zm00022ab190310;Zm00022ab191300;Zm00022ab191660;Zm00022ab193630;Zm00022ab194420;Zm00022ab194510;Zm00022ab194730;Zm00022ab194950;Zm00022ab194950;Zm00022ab195800;Zm00022ab195860;Zm00022ab196070;Zm00022ab198200;Zm00022ab198200;Zm00022ab198840;Zm00022ab200540;Zm00022ab200540;Zm00022ab200780;Zm00022ab201210;Zm00022ab201550;Zm00022ab202750;Zm00022ab202770;Zm00022ab202770;Zm00022ab203380;Zm00022ab203920;Zm00022ab203920;Zm00022ab204090;Zm00022ab204390;Zm00022ab207310;Zm00022ab209740;Zm00022ab209920;Zm00022ab211000;Zm00022ab211000;Zm00022ab211680;Zm00022ab211980;Zm00022ab212120;Zm00022ab212910;Zm00022ab213200;Zm00022ab213450;Zm00022ab213450;Zm00022ab214880;Zm00022ab215770;Zm00022ab221170;Zm00022ab221510;Zm00022ab221760;Zm00022ab221760;Zm00022ab221760;Zm00022ab221760;Zm00022ab227370;Zm00022ab227760;Zm00022ab227910;Zm00022ab228200;Zm00022ab228200;Zm00022ab228310;Zm00022ab229450;Zm00022ab232400;Zm00022ab232520;Zm00022ab233210;Zm00022ab235750;Zm00022ab236240;Zm00022ab237510;Zm00022ab237510;Zm00022ab240440;Zm00022ab240440;Zm00022ab240440;Zm00022ab241950;Zm00022ab241950;Zm00022ab242220;Zm00022ab242250;Zm00022ab243690;Zm00022ab245110;Zm00022ab245390;Zm00022ab246270;Zm00022ab247510;Zm00022ab247600;Zm00022ab247610;Zm00022ab247610;Zm00022ab247620;Zm00022ab247630;Zm00022ab251310;Zm00022ab252070;Zm00022ab252220;Zm00022ab252340;Zm00022ab252410;Zm00022ab253940;Zm00022ab255420;Zm00022ab255520;Zm00022ab255930;Zm00022ab255930;Zm00022ab255930;Zm00022ab256090;Zm00022ab256100;Zm00022ab256100;Zm00022ab256520;Zm00022ab256690;Zm00022ab256920;Zm00022ab259400;Zm00022ab259920;Zm00022ab260190;Zm00022ab260500;Zm00022ab262180;Zm00022ab262440;Zm00022ab262510;Zm00022ab262510;Zm00022ab264650;Zm00022ab269640;Zm00022ab270230;Zm00022ab270230;Zm00022ab271870;Zm00022ab273010;Zm00022ab274360;Zm00022ab277100;Zm00022ab278180;Zm00022ab278190;Zm00022ab280090;Zm00022ab280590;Zm00022ab281010;Zm00022ab282050;Zm00022ab282500;Zm00022ab282510;Zm00022ab282540;Zm00022ab284110;Zm00022ab285440;Zm00022ab285470;Zm00022ab285910;Zm00022ab286660;Zm00022ab286660;Zm00022ab287230;Zm00022ab287300;Zm00022ab287960;Zm00022ab288910;Zm00022ab289010;Zm00022ab291470;Zm00022ab292250;Zm00022ab292250;Zm00022ab292710;Zm00022ab292710;Zm00022ab292800;Zm00022ab292860;Zm00022ab293970;Zm00022ab293970;Zm00022ab294420;Zm00022ab294420;Zm00022ab294420;Zm00022ab294420;Zm00022ab296030;Zm00022ab296060;Zm00022ab296330;Zm00022ab297080;Zm00022ab297090;Zm00022ab297100;Zm00022ab297270;Zm00022ab297360;Zm00022ab298520;Zm00022ab298640;Zm00022ab299110;Zm00022ab300340;Zm00022ab301270;Zm00022ab301800;Zm00022ab301800;Zm00022ab302310;Zm00022ab304180;Zm00022ab304180;Zm00022ab305040;Zm00022ab305100;Zm00022ab305370;Zm00022ab305820;Zm00022ab306170;Zm00022ab306640;Zm00022ab309480;Zm00022ab310410;Zm00022ab310880;Zm00022ab310880;Zm00022ab313180;Zm00022ab313180;Zm00022ab313190;Zm00022ab313190;Zm00022ab313190;Zm00022ab314130;Zm00022ab314130;Zm00022ab315520;Zm00022ab315810;Zm00022ab315910;Zm00022ab315950;Zm00022ab319240;Zm00022ab320630;Zm00022ab320720;Zm00022ab321000;Zm00022ab321010;Zm00022ab321500;Zm00022ab322640;Zm00022ab323550;Zm00022ab324260;Zm00022ab324260;Zm00022ab324350;Zm00022ab324350;Zm00022ab324350;Zm00022ab324350;Zm00022ab324350;Zm00022ab324350;Zm00022ab327640;Zm00022ab327730;Zm00022ab327730;Zm00022ab327840;Zm00022ab328430;Zm00022ab330000;Zm00022ab331130;Zm00022ab332100;Zm00022ab332320;Zm00022ab333010;Zm00022ab333560;Zm00022ab333900;Zm00022ab334020;Zm00022ab334780;Zm00022ab334780;Zm00022ab334780;Zm00022ab334780;Zm00022ab334980;Zm00022ab335790;Zm00022ab335800;Zm00022ab338460;Zm00022ab339120;Zm00022ab341840;Zm00022ab342540;Zm00022ab343380;Zm00022ab344640;Zm00022ab345210;Zm00022ab345290;Zm00022ab346100;Zm00022ab346700;Zm00022ab348040;Zm00022ab348040;Zm00022ab348850;Zm00022ab348850;Zm00022ab349420;Zm00022ab349510;Zm00022ab350400;Zm00022ab350400;Zm00022ab351460;Zm00022ab351600;Zm00022ab352460;Zm00022ab355270;Zm00022ab358220;Zm00022ab358350;Zm00022ab358350;Zm00022ab358350;Zm00022ab361930;Zm00022ab361930;Zm00022ab362160;Zm00022ab363200;Zm00022ab363200;Zm00022ab363200;Zm00022ab364140;Zm00022ab364880;Zm00022ab365670;Zm00022ab368870;Zm00022ab368870;Zm00022ab370120;Zm00022ab372180;Zm00022ab372180;Zm00022ab372180;Zm00022ab373930;Zm00022ab373930;Zm00022ab373930;Zm00022ab374060;Zm00022ab374580;Zm00022ab378420;Zm00022ab378430;Zm00022ab378500;Zm00022ab378760;Zm00022ab380270;Zm00022ab380440;Zm00022ab380440;Zm00022ab380500;Zm00022ab380510;Zm00022ab380510;Zm00022ab380530;Zm00022ab380530;Zm00022ab380530;Zm00022ab383030;Zm00022ab384160;Zm00022ab384360;Zm00022ab384360;Zm00022ab385500;Zm00022ab385500;Zm00022ab385950;Zm00022ab386330;Zm00022ab386330;Zm00022ab386880;Zm00022ab386880;Zm00022ab389970;Zm00022ab389980;Zm00022ab390010;Zm00022ab390010;Zm00022ab391320;Zm00022ab391320;Zm00022ab392230;Zm00022ab397010;Zm00022ab397010;Zm00022ab399360;Zm00022ab400180;Zm00022ab400980;Zm00022ab400980;Zm00022ab401720;Zm00022ab401910;Zm00022ab401960;Zm00022ab402100;Zm00022ab402360;Zm00022ab402460;Zm00022ab403630;Zm00022ab404050;Zm00022ab405760;Zm00022ab406340;Zm00022ab407770;Zm00022ab407770;Zm00022ab407770;Zm00022ab408730;Zm00022ab408730;Zm00022ab408730;Zm00022ab408730;Zm00022ab408740;Zm00022ab409240;Zm00022ab409400;Zm00022ab409980;Zm00022ab409980;Zm00022ab409980;Zm00022ab409980;Zm00022ab410160;Zm00022ab412440;Zm00022ab414720;Zm00022ab414720;Zm00022ab415490;Zm00022ab416370;Zm00022ab417110;Zm00022ab417110;Zm00022ab417110;Zm00022ab417380;Zm00022ab419830;Zm00022ab420020;Zm00022ab420020;Zm00022ab422030;Zm00022ab422470;Zm00022ab422480;Zm00022ab422500;Zm00022ab422770;Zm00022ab422770;Zm00022ab422770;Zm00022ab422900;Zm00022ab422900;Zm00022ab424550;Zm00022ab424580;Zm00022ab424590;Zm00022ab424600;Zm00022ab426120;Zm00022ab427040;Zm00022ab427040;Zm00022ab427040;Zm00022ab427270;Zm00022ab427270;Zm00022ab427270;Zm00022ab427270;Zm00022ab427420;Zm00022ab428850;Zm00022ab428850;Zm00022ab428850;Zm00022ab429150;Zm00022ab431910;Zm00022ab433410;Zm00022ab433420;Zm00022ab433430;Zm00022ab433440;Zm00022ab433460;Zm00022ab433470;Zm00022ab433470;Zm00022ab433470;Zm00022ab433470;Zm00022ab433470;Zm00022ab434880;Zm00022ab435530;Zm00022ab436370;Zm00022ab438540;Zm00022ab439680;Zm00022ab439840;Zm00022ab440190;Zm00022ab440190;Zm00022ab440190;Zm00022ab441340;Zm00022ab441600;Zm00022ab444040;Zm00022ab444790;Zm00022ab445350;Zm00022ab445350;Zm00022ab447140;Zm00022ab448000;Zm00022ab448030;Zm00022ab449550;Zm00022ab450640;Zm00022ab452080;Zm00022ab452080;Zm00022ab452080;Zm00022ab452080;Zm00022ab453290;Zm00022ab453710;Zm00022ab454580;Zm00022ab455890;Zm00022ab455890;Zm00022ab459270;Zm00022ab460770;Zm00022ab460770;Zm00022ab463020;Zm00022ab463210;Zm00022ab464150
EC:1.1.-.-	Acting on the CH-OH group of donors.	Zm00022ab021250;Zm00022ab021250;Zm00022ab021250;Zm00022ab032320;Zm00022ab042580;Zm00022ab073960;Zm00022ab137050;Zm00022ab161790;Zm00022ab161790;Zm00022ab254410;Zm00022ab279720;Zm00022ab316440;Zm00022ab363270;Zm00022ab363270;Zm00022ab409450;Zm00022ab409450
EC:1.1.1.-	With NAD(+) or NADP(+) as acceptor.	Zm00022ab000260;Zm00022ab017110;Zm00022ab024960;Zm00022ab024960;Zm00022ab024960;Zm00022ab024970;Zm00022ab024970;Zm00022ab028840;Zm00022ab038700;Zm00022ab039320;Zm00022ab040350;Zm00022ab041460;Zm00022ab047360;Zm00022ab047360;Zm00022ab047360;Zm00022ab059050;Zm00022ab059110;Zm00022ab059130;Zm00022ab089670;Zm00022ab096770;Zm00022ab098020;Zm00022ab098020;Zm00022ab098020;Zm00022ab098020;Zm00022ab098020;Zm00022ab098020;Zm00022ab102810;Zm00022ab130060;Zm00022ab143920;Zm00022ab150580;Zm00022ab160590;Zm00022ab160590;Zm00022ab162340;Zm00022ab178210;Zm00022ab181670;Zm00022ab185660;Zm00022ab194030;Zm00022ab214450;Zm00022ab214450;Zm00022ab214450;Zm00022ab214450;Zm00022ab214460;Zm00022ab216520;Zm00022ab221460;Zm00022ab228690;Zm00022ab232560;Zm00022ab232560;Zm00022ab232560;Zm00022ab232560;Zm00022ab237250;Zm00022ab237250;Zm00022ab240190;Zm00022ab240460;Zm00022ab280570;Zm00022ab290150;Zm00022ab305000;Zm00022ab305000;Zm00022ab311060;Zm00022ab312540;Zm00022ab312540;Zm00022ab313150;Zm00022ab317220;Zm00022ab322890;Zm00022ab322890;Zm00022ab322890;Zm00022ab322890;Zm00022ab322890;Zm00022ab322900;Zm00022ab322900;Zm00022ab322910;Zm00022ab323020;Zm00022ab323020;Zm00022ab323020;Zm00022ab323020;Zm00022ab338630;Zm00022ab339550;Zm00022ab339570;Zm00022ab343900;Zm00022ab343900;Zm00022ab343900;Zm00022ab345000;Zm00022ab345000;Zm00022ab345000;Zm00022ab365100;Zm00022ab375190;Zm00022ab380100;Zm00022ab380100;Zm00022ab380100;Zm00022ab381130;Zm00022ab384270;Zm00022ab390090;Zm00022ab393040;Zm00022ab393040;Zm00022ab393040;Zm00022ab393040;Zm00022ab393040;Zm00022ab393090;Zm00022ab393100;Zm00022ab393120;Zm00022ab393130;Zm00022ab393130;Zm00022ab393130;Zm00022ab393840;Zm00022ab399600;Zm00022ab413140;Zm00022ab419400;Zm00022ab425140;Zm00022ab425140;Zm00022ab425160;Zm00022ab425160;Zm00022ab431160;Zm00022ab437950;Zm00022ab437950;Zm00022ab437960;Zm00022ab437980;Zm00022ab444540;Zm00022ab444540
EC:1.1.3.-	With oxygen as acceptor.	Zm00022ab247220
EC:1.10.3.-	With oxygen as acceptor.	Zm00022ab457550;Zm00022ab460660
EC:1.11.-.-	Acting on a peroxide as acceptor.	Zm00022ab013080;Zm00022ab013080;Zm00022ab218090;Zm00022ab218090;Zm00022ab218090
EC:1.11.1.-	Peroxidases.	Zm00022ab001750;Zm00022ab001750;Zm00022ab003900;Zm00022ab004470;Zm00022ab009040;Zm00022ab009880;Zm00022ab009890;Zm00022ab009890;Zm00022ab009900;Zm00022ab013310;Zm00022ab013660;Zm00022ab017690;Zm00022ab017710;Zm00022ab017720;Zm00022ab017730;Zm00022ab017730;Zm00022ab017740;Zm00022ab020540;Zm00022ab020540;Zm00022ab021410;Zm00022ab021780;Zm00022ab022790;Zm00022ab022790;Zm00022ab023770;Zm00022ab024200;Zm00022ab024200;Zm00022ab024200;Zm00022ab024710;Zm00022ab024710;Zm00022ab026250;Zm00022ab026250;Zm00022ab026490;Zm00022ab028090;Zm00022ab028090;Zm00022ab033170;Zm00022ab037230;Zm00022ab037230;Zm00022ab040880;Zm00022ab043350;Zm00022ab043560;Zm00022ab043580;Zm00022ab043590;Zm00022ab044850;Zm00022ab044850;Zm00022ab045460;Zm00022ab045460;Zm00022ab047080;Zm00022ab047690;Zm00022ab058620;Zm00022ab058640;Zm00022ab058640;Zm00022ab063260;Zm00022ab063270;Zm00022ab063370;Zm00022ab063370;Zm00022ab068250;Zm00022ab068660;Zm00022ab068670;Zm00022ab072140;Zm00022ab072140;Zm00022ab073290;Zm00022ab076680;Zm00022ab076680;Zm00022ab076680;Zm00022ab076680;Zm00022ab076690;Zm00022ab076700;Zm00022ab076720;Zm00022ab079750;Zm00022ab080860;Zm00022ab082910;Zm00022ab083590;Zm00022ab089700;Zm00022ab089700;Zm00022ab089700;Zm00022ab089700;Zm00022ab090510;Zm00022ab095200;Zm00022ab096490;Zm00022ab097060;Zm00022ab103340;Zm00022ab111250;Zm00022ab111260;Zm00022ab111270;Zm00022ab112770;Zm00022ab112790;Zm00022ab112790;Zm00022ab113760;Zm00022ab114640;Zm00022ab114670;Zm00022ab114770;Zm00022ab119520;Zm00022ab119810;Zm00022ab121090;Zm00022ab125960;Zm00022ab125960;Zm00022ab129440;Zm00022ab129750;Zm00022ab129910;Zm00022ab129910;Zm00022ab131490;Zm00022ab131500;Zm00022ab131520;Zm00022ab132540;Zm00022ab132560;Zm00022ab133300;Zm00022ab134290;Zm00022ab136680;Zm00022ab140210;Zm00022ab140210;Zm00022ab140210;Zm00022ab141760;Zm00022ab141780;Zm00022ab141780;Zm00022ab143130;Zm00022ab145810;Zm00022ab148870;Zm00022ab148870;Zm00022ab150190;Zm00022ab152600;Zm00022ab155570;Zm00022ab155570;Zm00022ab158450;Zm00022ab158450;Zm00022ab158890;Zm00022ab164730;Zm00022ab169210;Zm00022ab170160;Zm00022ab170160;Zm00022ab170450;Zm00022ab182770;Zm00022ab183420;Zm00022ab183500;Zm00022ab189940;Zm00022ab189940;Zm00022ab190580;Zm00022ab190770;Zm00022ab190770;Zm00022ab197330;Zm00022ab197830;Zm00022ab197830;Zm00022ab197830;Zm00022ab197830;Zm00022ab197830;Zm00022ab200460;Zm00022ab200460;Zm00022ab207600;Zm00022ab210250;Zm00022ab210250;Zm00022ab211410;Zm00022ab211430;Zm00022ab213290;Zm00022ab213850;Zm00022ab215110;Zm00022ab216800;Zm00022ab223320;Zm00022ab223320;Zm00022ab224990;Zm00022ab225680;Zm00022ab227730;Zm00022ab228600;Zm00022ab228600;Zm00022ab228600;Zm00022ab228600;Zm00022ab229620;Zm00022ab229650;Zm00022ab229660;Zm00022ab229680;Zm00022ab231110;Zm00022ab241830;Zm00022ab242040;Zm00022ab242050;Zm00022ab242100;Zm00022ab242100;Zm00022ab242120;Zm00022ab242120;Zm00022ab242120;Zm00022ab244370;Zm00022ab246580;Zm00022ab255210;Zm00022ab258290;Zm00022ab264880;Zm00022ab265890;Zm00022ab265890;Zm00022ab269900;Zm00022ab269900;Zm00022ab272530;Zm00022ab272530;Zm00022ab272530;Zm00022ab272530;Zm00022ab273330;Zm00022ab280960;Zm00022ab281040;Zm00022ab282520;Zm00022ab282710;Zm00022ab282970;Zm00022ab282970;Zm00022ab283400;Zm00022ab284230;Zm00022ab285640;Zm00022ab286010;Zm00022ab287020;Zm00022ab287030;Zm00022ab287030;Zm00022ab290950;Zm00022ab291270;Zm00022ab291570;Zm00022ab291570;Zm00022ab293580;Zm00022ab293580;Zm00022ab293930;Zm00022ab296830;Zm00022ab296840;Zm00022ab298180;Zm00022ab298410;Zm00022ab299230;Zm00022ab299400;Zm00022ab299400;Zm00022ab299400;Zm00022ab299400;Zm00022ab299400;Zm00022ab299400;Zm00022ab299400;Zm00022ab299700;Zm00022ab300650;Zm00022ab302030;Zm00022ab302050;Zm00022ab302070;Zm00022ab303350;Zm00022ab303350;Zm00022ab303360;Zm00022ab303380;Zm00022ab303390;Zm00022ab308670;Zm00022ab308670;Zm00022ab308670;Zm00022ab310510;Zm00022ab319700;Zm00022ab319700;Zm00022ab321720;Zm00022ab323660;Zm00022ab324850;Zm00022ab327810;Zm00022ab330340;Zm00022ab330340;Zm00022ab331780;Zm00022ab334630;Zm00022ab334650;Zm00022ab334660;Zm00022ab334670;Zm00022ab334690;Zm00022ab334710;Zm00022ab336370;Zm00022ab336370;Zm00022ab336380;Zm00022ab336390;Zm00022ab336410;Zm00022ab338140;Zm00022ab338520;Zm00022ab338980;Zm00022ab339220;Zm00022ab339230;Zm00022ab341530;Zm00022ab344040;Zm00022ab344040;Zm00022ab345790;Zm00022ab346110;Zm00022ab346120;Zm00022ab346940;Zm00022ab347600;Zm00022ab347910;Zm00022ab348210;Zm00022ab348210;Zm00022ab348210;Zm00022ab348210;Zm00022ab348210;Zm00022ab348400;Zm00022ab348400;Zm00022ab349140;Zm00022ab349140;Zm00022ab349140;Zm00022ab349140;Zm00022ab351320;Zm00022ab351320;Zm00022ab353570;Zm00022ab353570;Zm00022ab354920;Zm00022ab354920;Zm00022ab355170;Zm00022ab356340;Zm00022ab360010;Zm00022ab360200;Zm00022ab360200;Zm00022ab360910;Zm00022ab362410;Zm00022ab364720;Zm00022ab364720;Zm00022ab366390;Zm00022ab366980;Zm00022ab366980;Zm00022ab371470;Zm00022ab371600;Zm00022ab377420;Zm00022ab387170;Zm00022ab387510;Zm00022ab390780;Zm00022ab390780;Zm00022ab392930;Zm00022ab393440;Zm00022ab395840;Zm00022ab395860;Zm00022ab395860;Zm00022ab398660;Zm00022ab399480;Zm00022ab400160;Zm00022ab404540;Zm00022ab408700;Zm00022ab412650;Zm00022ab416520;Zm00022ab416520;Zm00022ab416820;Zm00022ab418460;Zm00022ab423590;Zm00022ab423610;Zm00022ab423630;Zm00022ab423700;Zm00022ab423720;Zm00022ab423750;Zm00022ab423760;Zm00022ab423770;Zm00022ab425100;Zm00022ab425520;Zm00022ab425540;Zm00022ab428870;Zm00022ab431570;Zm00022ab432040;Zm00022ab434420;Zm00022ab434420;Zm00022ab437850;Zm00022ab441070;Zm00022ab442690;Zm00022ab442700;Zm00022ab443160;Zm00022ab443170;Zm00022ab443170;Zm00022ab443190;Zm00022ab444800;Zm00022ab444840;Zm00022ab444840;Zm00022ab445840;Zm00022ab445850;Zm00022ab445860;Zm00022ab445860;Zm00022ab445890;Zm00022ab446060;Zm00022ab446350;Zm00022ab446350;Zm00022ab446350;Zm00022ab447120;Zm00022ab449480;Zm00022ab449490;Zm00022ab449530;Zm00022ab452090
EC:1.12.7.-	With an iron-sulfur protein as acceptor.	Zm00022ab057650;Zm00022ab217390
EC:1.13.-.-	Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.	Zm00022ab147380;Zm00022ab273330;Zm00022ab372320
EC:1.13.11.-	With incorporation of two atoms of oxygen.	Zm00022ab006110;Zm00022ab006110;Zm00022ab032990;Zm00022ab035610;Zm00022ab035610;Zm00022ab035630;Zm00022ab051210;Zm00022ab054540;Zm00022ab054540;Zm00022ab054550;Zm00022ab055650;Zm00022ab057020;Zm00022ab057020;Zm00022ab058230;Zm00022ab068220;Zm00022ab068220;Zm00022ab068220;Zm00022ab068240;Zm00022ab068240;Zm00022ab068240;Zm00022ab075090;Zm00022ab082000;Zm00022ab119010;Zm00022ab135540;Zm00022ab136110;Zm00022ab146400;Zm00022ab146460;Zm00022ab146460;Zm00022ab146460;Zm00022ab154460;Zm00022ab167480;Zm00022ab174870;Zm00022ab190590;Zm00022ab208790;Zm00022ab208790;Zm00022ab208790;Zm00022ab219320;Zm00022ab221140;Zm00022ab239600;Zm00022ab239600;Zm00022ab255880;Zm00022ab273610;Zm00022ab303440;Zm00022ab305350;Zm00022ab315360;Zm00022ab381430;Zm00022ab408410;Zm00022ab423020;Zm00022ab423030;Zm00022ab429770;Zm00022ab447150
