LABEL	NAME	GENE_MODEL
IPR000007	Tubby, C-terminal	Zm00032ab161590;Zm00032ab161590;Zm00032ab161590;Zm00032ab161590;Zm00032ab161590;Zm00032ab161590;Zm00032ab209500;Zm00032ab209500;Zm00032ab209500;Zm00032ab209500;Zm00032ab301660;Zm00032ab301660;Zm00032ab301660;Zm00032ab159180;Zm00032ab205490;Zm00032ab205490;Zm00032ab205490;Zm00032ab205490;Zm00032ab425950;Zm00032ab425950;Zm00032ab305510;Zm00032ab184380;Zm00032ab184380;Zm00032ab194790;Zm00032ab194790;Zm00032ab241820;Zm00032ab241820;Zm00032ab058890;Zm00032ab058890;Zm00032ab376340;Zm00032ab376340;Zm00032ab376340;Zm00032ab376340;Zm00032ab383470;Zm00032ab376340;Zm00032ab078630;Zm00032ab260580;Zm00032ab150600;Zm00032ab150600;Zm00032ab150600;Zm00032ab150600;Zm00032ab150600;Zm00032ab150600;Zm00032ab126900;Zm00032ab017340;Zm00032ab017340;Zm00032ab017340
IPR000008	C2 domain	Zm00032ab108350;Zm00032ab108350;Zm00032ab108350;Zm00032ab108350;Zm00032ab108350;Zm00032ab108350;Zm00032ab108350;Zm00032ab108350;Zm00032ab208070;Zm00032ab208070;Zm00032ab208070;Zm00032ab208070;Zm00032ab152160;Zm00032ab232970;Zm00032ab164200;Zm00032ab113420;Zm00032ab113420;Zm00032ab318810;Zm00032ab375820;Zm00032ab094650;Zm00032ab094650;Zm00032ab108350;Zm00032ab108350;Zm00032ab108350;Zm00032ab232970;Zm00032ab232970;Zm00032ab106150;Zm00032ab232970;Zm00032ab318810;Zm00032ab232970;Zm00032ab094650;Zm00032ab243940;Zm00032ab243940;Zm00032ab297410;Zm00032ab115140;Zm00032ab318810;Zm00032ab210240;Zm00032ab210240;Zm00032ab318810;Zm00032ab318810;Zm00032ab291240;Zm00032ab291240;Zm00032ab128880;Zm00032ab128880;Zm00032ab128880;Zm00032ab128880;Zm00032ab128880;Zm00032ab128880;Zm00032ab025530;Zm00032ab025530;Zm00032ab025530;Zm00032ab025530;Zm00032ab021940;Zm00032ab379060;Zm00032ab294950;Zm00032ab294950;Zm00032ab379060;Zm00032ab107180;Zm00032ab107180;Zm00032ab107180;Zm00032ab107180;Zm00032ab379060;Zm00032ab025530;Zm00032ab025530;Zm00032ab204620;Zm00032ab025530;Zm00032ab025530;Zm00032ab379060;Zm00032ab107180;Zm00032ab107180;Zm00032ab107180;Zm00032ab107180;Zm00032ab379060;Zm00032ab021940;Zm00032ab128880;Zm00032ab128880;Zm00032ab128880;Zm00032ab204620;Zm00032ab403740;Zm00032ab071130;Zm00032ab287940;Zm00032ab445820;Zm00032ab071130;Zm00032ab071130;Zm00032ab445820;Zm00032ab445820;Zm00032ab445820;Zm00032ab445820;Zm00032ab287940;Zm00032ab397160;Zm00032ab403740;Zm00032ab311440;Zm00032ab311440;Zm00032ab035200;Zm00032ab035200;Zm00032ab333500;Zm00032ab035200;Zm00032ab373400;Zm00032ab373400;Zm00032ab373400;Zm00032ab373400;Zm00032ab039970;Zm00032ab383200;Zm00032ab035200;Zm00032ab035200;Zm00032ab099280;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab068160;Zm00032ab301990;Zm00032ab301990;Zm00032ab301990;Zm00032ab402780;Zm00032ab333500;Zm00032ab301990;Zm00032ab345260;Zm00032ab378710;Zm00032ab374790;Zm00032ab374790;Zm00032ab311440;Zm00032ab337060;Zm00032ab035200;Zm00032ab035200;Zm00032ab311440;Zm00032ab402780;Zm00032ab364660;Zm00032ab364660;Zm00032ab364660;Zm00032ab210440;Zm00032ab210440;Zm00032ab244050;Zm00032ab079090;Zm00032ab079090;Zm00032ab079090;Zm00032ab079090;Zm00032ab346700;Zm00032ab197030;Zm00032ab225680;Zm00032ab225680;Zm00032ab225680;Zm00032ab225680;Zm00032ab403140;Zm00032ab311220;Zm00032ab244050;Zm00032ab197790;Zm00032ab453860;Zm00032ab453860;Zm00032ab197030;Zm00032ab135630;Zm00032ab364660;Zm00032ab364660;Zm00032ab364660;Zm00032ab153620;Zm00032ab210440;Zm00032ab403140;Zm00032ab403140;Zm00032ab292830;Zm00032ab292830;Zm00032ab292830;Zm00032ab292830;Zm00032ab210440;Zm00032ab210440;Zm00032ab453860;Zm00032ab453860;Zm00032ab197030;Zm00032ab079090;Zm00032ab079090;Zm00032ab079090;Zm00032ab244050;Zm00032ab244050;Zm00032ab244050;Zm00032ab244050;Zm00032ab453860;Zm00032ab453860;Zm00032ab453860;Zm00032ab453860;Zm00032ab453860;Zm00032ab453860;Zm00032ab351870;Zm00032ab351870;Zm00032ab292830;Zm00032ab292830;Zm00032ab411100;Zm00032ab411100;Zm00032ab411100;Zm00032ab297320;Zm00032ab297320;Zm00032ab388090;Zm00032ab297320;Zm00032ab297320;Zm00032ab404870;Zm00032ab404870;Zm00032ab404870;Zm00032ab404870;Zm00032ab404870;Zm00032ab404870;Zm00032ab237980;Zm00032ab411100;Zm00032ab313500;Zm00032ab313500;Zm00032ab313500;Zm00032ab313500;Zm00032ab102820;Zm00032ab297320;Zm00032ab297320;Zm00032ab092560;Zm00032ab411100;Zm00032ab411100;Zm00032ab411100;Zm00032ab411100;Zm00032ab102820;Zm00032ab388340;Zm00032ab388340;Zm00032ab411100;Zm00032ab388340;Zm00032ab250280;Zm00032ab250280;Zm00032ab250280;Zm00032ab250280;Zm00032ab001530;Zm00032ab001530;Zm00032ab107340;Zm00032ab107340;Zm00032ab019270;Zm00032ab019270;Zm00032ab019270;Zm00032ab019270;Zm00032ab191930;Zm00032ab100560;Zm00032ab100560;Zm00032ab100560;Zm00032ab019270;Zm00032ab100560;Zm00032ab100560;Zm00032ab236700;Zm00032ab250280;Zm00032ab250280;Zm00032ab109020;Zm00032ab019270;Zm00032ab111330;Zm00032ab111330;Zm00032ab111330;Zm00032ab111330;Zm00032ab236700;Zm00032ab019270;Zm00032ab379700;Zm00032ab340830;Zm00032ab340830;Zm00032ab236700;Zm00032ab125970;Zm00032ab125970;Zm00032ab321580;Zm00032ab287430;Zm00032ab287430;Zm00032ab287430;Zm00032ab287430;Zm00032ab287430;Zm00032ab287430;Zm00032ab321580;Zm00032ab321580;Zm00032ab320920;Zm00032ab320920;Zm00032ab321580;Zm00032ab336750;Zm00032ab125970;Zm00032ab267800;Zm00032ab267800;Zm00032ab267800;Zm00032ab267800;Zm00032ab125970;Zm00032ab321580;Zm00032ab321580;Zm00032ab321580;Zm00032ab125970;Zm00032ab321580;Zm00032ab321580;Zm00032ab125970;Zm00032ab125970;Zm00032ab125970;Zm00032ab125970;Zm00032ab125970;Zm00032ab125970;Zm00032ab146090;Zm00032ab146090;Zm00032ab299160;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab287380;Zm00032ab011180;Zm00032ab082600;Zm00032ab082600;Zm00032ab082600;Zm00032ab082600;Zm00032ab013920;Zm00032ab409200;Zm00032ab352070;Zm00032ab299160;Zm00032ab409200;Zm00032ab418300;Zm00032ab418300;Zm00032ab013920;Zm00032ab352070;Zm00032ab352070;Zm00032ab352070;Zm00032ab352070;Zm00032ab082600;Zm00032ab082600;Zm00032ab013920;Zm00032ab192980;Zm00032ab192980;Zm00032ab192980;Zm00032ab082600;Zm00032ab082600;Zm00032ab261740;Zm00032ab261740;Zm00032ab008780;Zm00032ab008780;Zm00032ab008780;Zm00032ab082770;Zm00032ab082770;Zm00032ab082770;Zm00032ab453780;Zm00032ab347070;Zm00032ab347070;Zm00032ab236720;Zm00032ab261740;Zm00032ab261740;Zm00032ab254900;Zm00032ab336360;Zm00032ab336360;Zm00032ab336360;Zm00032ab336360;Zm00032ab195630;Zm00032ab195630;Zm00032ab195630;Zm00032ab261740;Zm00032ab236720;Zm00032ab453780;Zm00032ab078200;Zm00032ab261740;Zm00032ab195630;Zm00032ab078200;Zm00032ab195630;Zm00032ab236720;Zm00032ab347070;Zm00032ab347070;Zm00032ab347070;Zm00032ab347070;Zm00032ab347070;Zm00032ab347070;Zm00032ab453780
IPR000010	Cystatin domain	Zm00032ab300250;Zm00032ab300250;Zm00032ab300250;Zm00032ab300250;Zm00032ab300250;Zm00032ab154400;Zm00032ab006250;Zm00032ab300250;Zm00032ab021370;Zm00032ab385200;Zm00032ab385200;Zm00032ab419230;Zm00032ab173960;Zm00032ab006240;Zm00032ab419220;Zm00032ab304200;Zm00032ab173980;Zm00032ab365540;Zm00032ab365540;Zm00032ab419240;Zm00032ab173970;Zm00032ab348120;Zm00032ab021360;Zm00032ab348120;Zm00032ab021380;Zm00032ab380830
IPR000014	PAS domain	Zm00032ab239970;Zm00032ab284870;Zm00032ab284870;Zm00032ab284870;Zm00032ab167990;Zm00032ab167990;Zm00032ab170030;Zm00032ab170030;Zm00032ab170030;Zm00032ab170030;Zm00032ab116830;Zm00032ab116830;Zm00032ab208450;Zm00032ab044480;Zm00032ab044480;Zm00032ab233630;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470;Zm00032ab124470
IPR000023	Phosphofructokinase domain	Zm00032ab195380;Zm00032ab195380;Zm00032ab195380;Zm00032ab444150;Zm00032ab352510;Zm00032ab387650;Zm00032ab044820;Zm00032ab044820;Zm00032ab352510;Zm00032ab102650;Zm00032ab102650;Zm00032ab102650;Zm00032ab102650;Zm00032ab392860;Zm00032ab042820;Zm00032ab392860;Zm00032ab042820;Zm00032ab291870;Zm00032ab042820;Zm00032ab042820;Zm00032ab042820;Zm00032ab296260;Zm00032ab124210;Zm00032ab124210;Zm00032ab306300;Zm00032ab158070;Zm00032ab050630;Zm00032ab158070;Zm00032ab158070;Zm00032ab398140;Zm00032ab398140;Zm00032ab398140;Zm00032ab398140;Zm00032ab398140;Zm00032ab282390;Zm00032ab323010;Zm00032ab282390;Zm00032ab323010;Zm00032ab366070;Zm00032ab366070;Zm00032ab261260;Zm00032ab261260;Zm00032ab261260;Zm00032ab261260
IPR000031	PurE domain	Zm00032ab123410;Zm00032ab123410
IPR000043	Adenosylhomocysteinase-like	Zm00032ab175250;Zm00032ab175250
IPR000048	IQ motif, EF-hand binding site	Zm00032ab033280;Zm00032ab306890;Zm00032ab306890;Zm00032ab306890;Zm00032ab306890;Zm00032ab306890;Zm00032ab306890;Zm00032ab149030;Zm00032ab228600;Zm00032ab228600;Zm00032ab228600;Zm00032ab306890;Zm00032ab306890;Zm00032ab228600;Zm00032ab228600;Zm00032ab228600;Zm00032ab452810;Zm00032ab228600;Zm00032ab228600;Zm00032ab228600;Zm00032ab342920;Zm00032ab342920;Zm00032ab387140;Zm00032ab387140;Zm00032ab405140;Zm00032ab228600;Zm00032ab228600;Zm00032ab228600;Zm00032ab132220;Zm00032ab132220;Zm00032ab342920;Zm00032ab342920;Zm00032ab342920;Zm00032ab342920;Zm00032ab228600;Zm00032ab228600;Zm00032ab228600;Zm00032ab452810;Zm00032ab033280;Zm00032ab033280;Zm00032ab033280;Zm00032ab033280;Zm00032ab033280;Zm00032ab033280;Zm00032ab294980;Zm00032ab294980;Zm00032ab285630;Zm00032ab285630;Zm00032ab342920;Zm00032ab342920;Zm00032ab452810;Zm00032ab334400;Zm00032ab334400;Zm00032ab321300;Zm00032ab321300;Zm00032ab127380;Zm00032ab179190;Zm00032ab179190;Zm00032ab280830;Zm00032ab280830;Zm00032ab179190;Zm00032ab179190;Zm00032ab420460;Zm00032ab420460;Zm00032ab420460;Zm00032ab420460;Zm00032ab420460;Zm00032ab420460;Zm00032ab212220;Zm00032ab212220;Zm00032ab402070;Zm00032ab402070;Zm00032ab377370;Zm00032ab377370;Zm00032ab400990;Zm00032ab400990;Zm00032ab248840;Zm00032ab248840;Zm00032ab440550;Zm00032ab440550;Zm00032ab302600;Zm00032ab302600;Zm00032ab222790;Zm00032ab222790;Zm00032ab159620;Zm00032ab392470;Zm00032ab392470;Zm00032ab440550;Zm00032ab440550;Zm00032ab437960;Zm00032ab437960;Zm00032ab360370;Zm00032ab360370;Zm00032ab396110;Zm00032ab307140;Zm00032ab043230;Zm00032ab355290;Zm00032ab355290;Zm00032ab028570;Zm00032ab028570;Zm00032ab007430;Zm00032ab007430;Zm00032ab007430;Zm00032ab007430;Zm00032ab094620;Zm00032ab094620;Zm00032ab166470;Zm00032ab166470;Zm00032ab324450;Zm00032ab028570;Zm00032ab028570;Zm00032ab028570;Zm00032ab028570;Zm00032ab028570;Zm00032ab028570;Zm00032ab028570;Zm00032ab028570;Zm00032ab167010;Zm00032ab167010;Zm00032ab007430;Zm00032ab007430;Zm00032ab191380;Zm00032ab191380;Zm00032ab028570;Zm00032ab028570;Zm00032ab069720;Zm00032ab160130;Zm00032ab160130;Zm00032ab388100;Zm00032ab388100;Zm00032ab388100;Zm00032ab308190;Zm00032ab308190;Zm00032ab049980;Zm00032ab049980;Zm00032ab067620;Zm00032ab067620;Zm00032ab067620;Zm00032ab067620;Zm00032ab388100;Zm00032ab388100;Zm00032ab388100;Zm00032ab413140;Zm00032ab413140;Zm00032ab237440;Zm00032ab237440;Zm00032ab336620;Zm00032ab336620;Zm00032ab336620;Zm00032ab357580;Zm00032ab295360;Zm00032ab295360;Zm00032ab029180;Zm00032ab029180;Zm00032ab293890;Zm00032ab293890;Zm00032ab314320;Zm00032ab314320;Zm00032ab067620;Zm00032ab067620;Zm00032ab067620;Zm00032ab067620;Zm00032ab052680;Zm00032ab052680;Zm00032ab076640;Zm00032ab388100;Zm00032ab388100;Zm00032ab388100;Zm00032ab381670;Zm00032ab162960;Zm00032ab162960;Zm00032ab209150;Zm00032ab209150;Zm00032ab371300;Zm00032ab371300;Zm00032ab371300;Zm00032ab339300;Zm00032ab017360;Zm00032ab017360;Zm00032ab222300;Zm00032ab222300;Zm00032ab419670;Zm00032ab306990;Zm00032ab337870;Zm00032ab337870;Zm00032ab337870;Zm00032ab337870;Zm00032ab337870;Zm00032ab337870;Zm00032ab337870;Zm00032ab369890;Zm00032ab369890;Zm00032ab372520;Zm00032ab372520;Zm00032ab381670;Zm00032ab231360;Zm00032ab231360;Zm00032ab151020;Zm00032ab157850;Zm00032ab157850;Zm00032ab157850;Zm00032ab157850;Zm00032ab157850;Zm00032ab157850;Zm00032ab141330;Zm00032ab146960;Zm00032ab146960;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab231360;Zm00032ab231360;Zm00032ab110300;Zm00032ab146960;Zm00032ab146960;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab231360;Zm00032ab231360;Zm00032ab076230;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab256570;Zm00032ab256570;Zm00032ab076230;Zm00032ab110300;Zm00032ab306430;Zm00032ab306430;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab267900;Zm00032ab231360;Zm00032ab231360;Zm00032ab199400;Zm00032ab199400;Zm00032ab199400;Zm00032ab199400;Zm00032ab199400;Zm00032ab399060;Zm00032ab399060;Zm00032ab157850;Zm00032ab157850;Zm00032ab157850;Zm00032ab157850;Zm00032ab426050;Zm00032ab426050;Zm00032ab294160;Zm00032ab294160;Zm00032ab157850;Zm00032ab157850;Zm00032ab231360;Zm00032ab231360;Zm00032ab231360;Zm00032ab231360;Zm00032ab448270;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab448270;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab159250;Zm00032ab113850;Zm00032ab113850;Zm00032ab409080;Zm00032ab409080;Zm00032ab409080;Zm00032ab409080;Zm00032ab409080;Zm00032ab409080;Zm00032ab448270;Zm00032ab409080;Zm00032ab409080;Zm00032ab088290;Zm00032ab088290;Zm00032ab189430;Zm00032ab189430;Zm00032ab194020;Zm00032ab194020;Zm00032ab088290;Zm00032ab088290;Zm00032ab293670;Zm00032ab293670;Zm00032ab365870;Zm00032ab365870;Zm00032ab062350;Zm00032ab062350;Zm00032ab139600;Zm00032ab139600;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab062350;Zm00032ab139600;Zm00032ab139600;Zm00032ab127640;Zm00032ab127640;Zm00032ab124240;Zm00032ab124240;Zm00032ab372860;Zm00032ab372860;Zm00032ab053290;Zm00032ab053290;Zm00032ab326200;Zm00032ab326200;Zm00032ab253990;Zm00032ab253990;Zm00032ab017620;Zm00032ab017620;Zm00032ab438600;Zm00032ab438600;Zm00032ab451540;Zm00032ab451540;Zm00032ab139600;Zm00032ab139600;Zm00032ab319050;Zm00032ab319050;Zm00032ab319050;Zm00032ab319050;Zm00032ab319050;Zm00032ab231120;Zm00032ab231120;Zm00032ab152730;Zm00032ab366000;Zm00032ab366000;Zm00032ab356190;Zm00032ab356190;Zm00032ab274950;Zm00032ab274950;Zm00032ab110820;Zm00032ab110820;Zm00032ab047150;Zm00032ab047150;Zm00032ab047150;Zm00032ab352530;Zm00032ab352530;Zm00032ab047150;Zm00032ab047150;Zm00032ab047150;Zm00032ab165300;Zm00032ab165300;Zm00032ab165300;Zm00032ab165300;Zm00032ab165300;Zm00032ab328840;Zm00032ab328840;Zm00032ab243760;Zm00032ab243760;Zm00032ab047150;Zm00032ab047150;Zm00032ab047150;Zm00032ab186810;Zm00032ab186810;Zm00032ab152730;Zm00032ab152730;Zm00032ab152730;Zm00032ab152730;Zm00032ab152730;Zm00032ab152730;Zm00032ab188500;Zm00032ab188500;Zm00032ab366000;Zm00032ab366000;Zm00032ab284890;Zm00032ab284890;Zm00032ab220740;Zm00032ab220740;Zm00032ab294150;Zm00032ab294150;Zm00032ab373050;Zm00032ab373050;Zm00032ab351300;Zm00032ab231100;Zm00032ab220740;Zm00032ab220740;Zm00032ab220740;Zm00032ab220740;Zm00032ab250560;Zm00032ab250560;Zm00032ab220740;Zm00032ab220740;Zm00032ab373050;Zm00032ab373050;Zm00032ab373050;Zm00032ab373050;Zm00032ab275020;Zm00032ab275020;Zm00032ab175290;Zm00032ab141340;Zm00032ab144340;Zm00032ab144340;Zm00032ab016610;Zm00032ab016610;Zm00032ab220740;Zm00032ab220740;Zm00032ab276250;Zm00032ab276250;Zm00032ab276250;Zm00032ab276250;Zm00032ab276250;Zm00032ab276250;Zm00032ab373050;Zm00032ab373050;Zm00032ab256600;Zm00032ab256600;Zm00032ab220740;Zm00032ab220740;Zm00032ab220740;Zm00032ab220740;Zm00032ab261550;Zm00032ab222080;Zm00032ab222080
IPR000054	Ribosomal protein L31e	Zm00032ab397980;Zm00032ab035850;Zm00032ab261470;Zm00032ab195720
IPR000056	Ribulose-phosphate 3-epimerase-like	Zm00032ab332430;Zm00032ab332430;Zm00032ab332430;Zm00032ab332430;Zm00032ab332430;Zm00032ab332430;Zm00032ab005920;Zm00032ab005920;Zm00032ab005920;Zm00032ab005920;Zm00032ab005920;Zm00032ab005920;Zm00032ab419440;Zm00032ab419440;Zm00032ab419440;Zm00032ab419440
